Country,Region,Year,AvgTemperature
Brazil,South America,2003,24.97°C
Brazil,South America,2004,24.85°C
Brazil,South America,2005,25.17°C
Brazil,South America,2006,24.94°C
Brazil,South America,2007,25.14°C
Brazil,South America,2008,24.79°C
Brazil,South America,2009,25.01°C
Brazil,South America,2010,25.33°C
Brazil,South America,2011,24.89°C
Brazil,South America,2012,25.17°C
Brazil,South America,2013,25.06°C
Brazil,South America,2014,25.17°C
Brazil,South America,2015,25.68°C
Brazil,South America,2016,25.56°C
Brazil,South America,2017,25.38°C
Brazil,South America,2018,25.09°C
Brazil,South America,2019,25.53°C
Brazil,South America,2020,25.19°C
Brazil,South America,2021,24.97°C
Brazil,South America,2022,24.79°C
Brazil,South America,2023,25.54°C
China,Asia,2000,6.79°C
China,Asia,2001,7.18°C
China,Asia,2002,7.31°C
China,Asia,2003,7.11°C
China,Asia,2004,7.28°C
China,Asia,2005,6.94°C
China,Asia,2006,7.52°C
China,Asia,2007,7.72°C
China,Asia,2008,7.18°C
China,Asia,2009,7.4°C
China,Asia,2010,7.18°C
China,Asia,2011,6.91°C
China,Asia,2012,6.63°C
China,Asia,2013,7.39°C
China,Asia,2014,7.31°C
China,Asia,2015,7.66°C
China,Asia,2016,7.76°C
China,Asia,2017,7.77°C
China,Asia,2018,7.43°C
China,Asia,2019,7.57°C
China,Asia,2020,7.61°C
China,Asia,2021,7.82°C
China,Asia,2022,7.78°C
China,Asia,2023,7.97°C
Colombia,South America,2000,23.29°C
Colombia,South America,2001,23.49°C
Colombia,South America,2002,23.74°C
Colombia,South America,2003,23.74°C
Colombia,South America,2004,23.79°C
Colombia,South America,2005,24.01°C
Colombia,South America,2006,23.81°C
Colombia,South America,2007,23.93°C
Colombia,South America,2008,23.74°C
Colombia,South America,2009,24.03°C
Colombia,South America,2010,24.28°C
Colombia,South America,2011,23.88°C
Colombia,South America,2012,23.88°C
Colombia,South America,2013,24.04°C
Colombia,South America,2014,24.19°C
Colombia,South America,2015,24.42°C
Colombia,South America,2016,24.55°C
Colombia,South America,2017,24.29°C
Colombia,South America,2018,24.11°C
Colombia,South America,2019,24.39°C
Colombia,South America,2020,24.52°C
Colombia,South America,2021,24.1°C
Colombia,South America,2022,23.94°C
Colombia,South America,2023,24.68°C
Denmark,Europe,2000,9.37°C
Denmark,Europe,2001,8.39°C
Denmark,Europe,2002,9.27°C
Denmark,Europe,2003,8.73°C
Denmark,Europe,2004,8.78°C
Denmark,Europe,2005,8.81°C
Denmark,Europe,2006,9.47°C
Denmark,Europe,2007,9.53°C
Denmark,Europe,2008,9.51°C
Denmark,Europe,2009,8.93°C
Denmark,Europe,2010,7.03°C
Denmark,Europe,2011,9.03°C
Denmark,Europe,2012,8.41°C
Denmark,Europe,2013,8.46°C
Denmark,Europe,2014,10.14°C
Denmark,Europe,2015,9.28°C
Denmark,Europe,2016,9.25°C
Denmark,Europe,2017,9.13°C
Denmark,Europe,2018,9.68°C
Denmark,Europe,2019,9.69°C
Denmark,Europe,2020,10.08°C
Denmark,Europe,2021,8.94°C
Denmark,Europe,2022,9.67°C
Denmark,Europe,2023,9.52°C
Egypt,Africa,2000,22.31°C
Egypt,Africa,2001,23.0°C
Egypt,Africa,2002,23.15°C
Egypt,Africa,2003,22.93°C
Egypt,Africa,2004,22.94°C
Egypt,Africa,2005,23.01°C
Egypt,Africa,2006,22.93°C
Egypt,Africa,2007,23.05°C
Egypt,Africa,2008,23.35°C
Egypt,Africa,2009,23.21°C
Egypt,Africa,2010,24.68°C
Egypt,Africa,2011,22.65°C
Egypt,Africa,2012,23.26°C
Egypt,Africa,2013,23.31°C
Egypt,Africa,2014,23.62°C
Egypt,Africa,2015,23.35°C
Egypt,Africa,2016,23.73°C
Egypt,Africa,2017,23.01°C
Egypt,Africa,2018,24.1°C
Egypt,Africa,2019,23.37°C
Egypt,Africa,2020,23.16°C
Egypt,Africa,2021,23.62°C
Egypt,Africa,2022,22.95°C
Egypt,Africa,2023,23.84°C
France,Europe,2000,13.51°C
France,Europe,2001,13.21°C
France,Europe,2002,13.6°C
France,Europe,2003,13.91°C
France,Europe,2004,13.19°C
France,Europe,2005,13.19°C
France,Europe,2006,13.7°C
France,Europe,2007,13.41°C
France,Europe,2008,13.1°C
France,Europe,2009,13.53°C
France,Europe,2010,12.61°C
France,Europe,2011,14.11°C
France,Europe,2012,13.36°C
France,Europe,2013,12.96°C
France,Europe,2014,14.14°C
France,Europe,2015,13.99°C
France,Europe,2016,13.61°C
France,Europe,2017,13.77°C
France,Europe,2018,14.22°C
France,Europe,2019,14.08°C
France,Europe,2020,14.51°C
France,Europe,2021,13.36°C
France,Europe,2022,14.76°C
France,Europe,2023,14.68°C
Georgia,Asia,2000,7.51°C
Georgia,Asia,2001,8.14°C
Georgia,Asia,2002,7.76°C
Georgia,Asia,2003,7.18°C
Georgia,Asia,2004,7.69°C
Georgia,Asia,2005,7.96°C
Georgia,Asia,2006,8.06°C
Georgia,Asia,2007,7.98°C
Georgia,Asia,2008,8.04°C
Georgia,Asia,2009,8.26°C
Georgia,Asia,2010,10.11°C
Georgia,Asia,2011,7.3°C
Georgia,Asia,2012,8.64°C
Georgia,Asia,2013,8.25°C
Georgia,Asia,2014,9.09°C
Georgia,Asia,2015,9.08°C
Georgia,Asia,2016,8.4°C
Georgia,Asia,2017,8.57°C
Georgia,Asia,2018,9.82°C
Georgia,Asia,2019,9.15°C
Georgia,Asia,2020,9.05°C
Georgia,Asia,2021,9.04°C
Georgia,Asia,2022,8.71°C
Georgia,Asia,2023,9.36°C
Germany,Europe,2000,9.9°C
Germany,Europe,2001,9.04°C
Germany,Europe,2002,9.61°C
Germany,Europe,2003,9.48°C
Germany,Europe,2004,9.05°C
Germany,Europe,2005,9.14°C
Germany,Europe,2006,9.7°C
Germany,Europe,2007,10.02°C
Germany,Europe,2008,9.65°C
Germany,Europe,2009,9.35°C
Germany,Europe,2010,8.01°C
Germany,Europe,2011,9.8°C
Germany,Europe,2012,9.24°C
Germany,Europe,2013,8.84°C
Germany,Europe,2014,10.47°C
Germany,Europe,2015,10.07°C
Germany,Europe,2016,9.68°C
Germany,Europe,2017,9.71°C
Germany,Europe,2018,10.61°C
Germany,Europe,2019,10.42°C
Germany,Europe,2020,10.54°C
Germany,Europe,2021,9.24°C
Germany,Europe,2022,10.62°C
Germany,Europe,2023,10.71°C
Guyana,South America,2000,24.77°C
Guyana,South America,2001,25.03°C
Guyana,South America,2002,25.29°C
Guyana,South America,2003,25.42°C
Guyana,South America,2004,25.35°C
Guyana,South America,2005,25.64°C
Guyana,South America,2006,25.2°C
Guyana,South America,2007,25.07°C
Guyana,South America,2008,24.89°C
Guyana,South America,2009,25.43°C
Guyana,South America,2010,25.41°C
Guyana,South America,2011,25.28°C
Guyana,South America,2012,25.32°C
Guyana,South America,2013,25.17°C
Guyana,South America,2014,25.25°C
Guyana,South America,2015,25.49°C
Guyana,South America,2016,25.76°C
Guyana,South America,2017,25.64°C
Guyana,South America,2018,25.3°C
Guyana,South America,2019,25.59°C
Guyana,South America,2020,25.68°C
Guyana,South America,2021,25.29°C
Guyana,South America,2022,25.14°C
Guyana,South America,2023,26.04°C
India,Asia,2000,23.94°C
India,Asia,2001,24.02°C
India,Asia,2002,24.38°C
India,Asia,2003,24.12°C
India,Asia,2004,24.17°C
India,Asia,2005,24.09°C
India,Asia,2006,24.34°C
India,Asia,2007,24.22°C
India,Asia,2008,23.99°C
India,Asia,2009,24.7°C
India,Asia,2010,24.66°C
India,Asia,2011,24.01°C
India,Asia,2012,24.12°C
India,Asia,2013,23.93°C
India,Asia,2014,24.16°C
India,Asia,2015,24.44°C
India,Asia,2016,24.82°C
India,Asia,2017,24.68°C
India,Asia,2018,24.49°C
India,Asia,2019,24.45°C
India,Asia,2020,24.16°C
India,Asia,2021,24.26°C
India,Asia,2022,24.44°C
India,Asia,2023,24.44°C
Indonesia,Asia,2000,24.83°C
Indonesia,Asia,2001,24.93°C
Indonesia,Asia,2002,25.09°C
Indonesia,Asia,2003,25.05°C
Indonesia,Asia,2004,25.05°C
Indonesia,Asia,2005,25.12°C
Indonesia,Asia,2006,25.1°C
Indonesia,Asia,2007,25.1°C
Indonesia,Asia,2008,24.93°C
Indonesia,Asia,2009,25.3°C
Indonesia,Asia,2010,25.42°C
Indonesia,Asia,2011,25.1°C
Indonesia,Asia,2012,25.17°C
Indonesia,Asia,2013,25.29°C
Indonesia,Asia,2014,25.35°C
Indonesia,Asia,2015,25.46°C
Indonesia,Asia,2016,25.77°C
Indonesia,Asia,2017,25.43°C
Indonesia,Asia,2018,25.44°C
Indonesia,Asia,2019,25.57°C
Indonesia,Asia,2020,25.66°C
Indonesia,Asia,2021,25.48°C
Indonesia,Asia,2022,25.43°C
Indonesia,Asia,2023,25.73°C
Iran,Asia,2000,18.36°C
Iran,Asia,2001,19.02°C
Iran,Asia,2002,18.58°C
Iran,Asia,2003,18.32°C
Iran,Asia,2004,18.55°C
Iran,Asia,2005,18.26°C
Iran,Asia,2006,18.62°C
Iran,Asia,2007,18.12°C
Iran,Asia,2008,18.37°C
Iran,Asia,2009,18.49°C
Iran,Asia,2010,19.49°C
Iran,Asia,2011,18.38°C
Iran,Asia,2012,18.15°C
Iran,Asia,2013,18.7°C
Iran,Asia,2014,18.4°C
Iran,Asia,2015,19.07°C
Iran,Asia,2016,19.17°C
Iran,Asia,2017,19.02°C
Iran,Asia,2018,19.46°C
Iran,Asia,2019,18.74°C
Iran,Asia,2020,18.34°C
Iran,Asia,2021,19.74°C
Iran,Asia,2022,19.53°C
Iran,Asia,2023,19.7°C
Iraq,Asia,2000,22.97°C
Iraq,Asia,2001,23.46°C
Iraq,Asia,2002,22.96°C
Iraq,Asia,2003,22.94°C
Iraq,Asia,2004,22.89°C
Iraq,Asia,2005,22.96°C
Iraq,Asia,2006,23.13°C
Iraq,Asia,2007,23.14°C
Iraq,Asia,2008,23.17°C
Iraq,Asia,2009,23.02°C
Iraq,Asia,2010,24.62°C
Iraq,Asia,2011,22.34°C
Iraq,Asia,2012,23.31°C
Iraq,Asia,2013,22.71°C
Iraq,Asia,2014,23.36°C
Iraq,Asia,2015,23.49°C
Iraq,Asia,2016,23.54°C
Iraq,Asia,2017,23.69°C
Iraq,Asia,2018,24.04°C
Iraq,Asia,2019,23.44°C
Iraq,Asia,2020,23.82°C
Iraq,Asia,2021,24.52°C
Iraq,Asia,2022,23.95°C
Iraq,Asia,2023,24.0°C
Ireland,Europe,2000,9.72°C
Ireland,Europe,2001,9.62°C
Ireland,Europe,2002,10.05°C
Ireland,Europe,2003,10.12°C
Ireland,Europe,2004,10.02°C
Ireland,Europe,2005,10.19°C
Ireland,Europe,2006,10.25°C
Ireland,Europe,2007,10.45°C
Ireland,Europe,2008,9.72°C
Ireland,Europe,2009,9.68°C
Ireland,Europe,2010,8.69°C
Ireland,Europe,2011,9.94°C
Ireland,Europe,2012,9.67°C
Ireland,Europe,2013,9.69°C
Ireland,Europe,2014,10.2°C
Ireland,Europe,2015,9.56°C
Ireland,Europe,2016,9.87°C
Ireland,Europe,2017,10.19°C
Ireland,Europe,2018,10.0°C
Ireland,Europe,2019,10.08°C
Ireland,Europe,2020,10.01°C
Ireland,Europe,2021,10.22°C
Ireland,Europe,2022,10.48°C
Ireland,Europe,2023,10.87°C
Israel,Asia,2000,19.82°C
Israel,Asia,2001,20.45°C
Israel,Asia,2002,20.39°C
Israel,Asia,2003,20.22°C
Israel,Asia,2004,20.03°C
Israel,Asia,2005,19.93°C
Israel,Asia,2006,19.82°C
Israel,Asia,2007,20.19°C
Israel,Asia,2008,20.49°C
Israel,Asia,2009,20.6°C
Israel,Asia,2010,21.95°C
Israel,Asia,2011,19.99°C
Israel,Asia,2012,20.69°C
Israel,Asia,2013,20.49°C
Israel,Asia,2014,20.58°C
Israel,Asia,2015,20.53°C
Israel,Asia,2016,21.02°C
Israel,Asia,2017,20.69°C
Israel,Asia,2018,21.55°C
Israel,Asia,2019,20.81°C
Israel,Asia,2020,21.03°C
Israel,Asia,2021,21.31°C
Israel,Asia,2022,20.62°C
Israel,Asia,2023,21.4°C
Italy,Europe,2000,13.33°C
Italy,Europe,2001,13.12°C
Italy,Europe,2002,13.15°C
Italy,Europe,2003,13.38°C
Italy,Europe,2004,12.82°C
Italy,Europe,2005,12.27°C
Italy,Europe,2006,13.01°C
Italy,Europe,2007,13.38°C
Italy,Europe,2008,13.25°C
Italy,Europe,2009,13.25°C
Italy,Europe,2010,12.57°C
Italy,Europe,2011,13.38°C
Italy,Europe,2012,13.41°C
Italy,Europe,2013,13.07°C
Italy,Europe,2014,13.72°C
Italy,Europe,2015,13.73°C
Italy,Europe,2016,13.55°C
Italy,Europe,2017,13.5°C
Italy,Europe,2018,13.81°C
Italy,Europe,2019,13.72°C
Italy,Europe,2020,13.71°C
Italy,Europe,2021,13.43°C
Italy,Europe,2022,14.37°C
Italy,Europe,2023,14.33°C
Japan,Asia,2000,11.88°C
Japan,Asia,2001,11.51°C
Japan,Asia,2002,11.91°C
Japan,Asia,2003,11.67°C
Japan,Asia,2004,12.53°C
Japan,Asia,2005,11.65°C
Japan,Asia,2006,11.93°C
Japan,Asia,2007,12.32°C
Japan,Asia,2008,12.05°C
Japan,Asia,2009,12.11°C
Japan,Asia,2010,12.37°C
Japan,Asia,2011,11.86°C
Japan,Asia,2012,11.69°C
Japan,Asia,2013,12.06°C
Japan,Asia,2014,11.81°C
Japan,Asia,2015,12.54°C
Japan,Asia,2016,12.61°C
Japan,Asia,2017,11.92°C
Japan,Asia,2018,12.54°C
Japan,Asia,2019,12.66°C
Japan,Asia,2020,12.75°C
Japan,Asia,2021,12.75°C
Japan,Asia,2022,12.69°C
Japan,Asia,2023,13.43°C
Jordan,Asia,2000,18.99°C
Jordan,Asia,2001,19.6°C
Jordan,Asia,2002,19.13°C
Jordan,Asia,2003,19.15°C
Jordan,Asia,2004,19.16°C
Jordan,Asia,2005,19.01°C
Jordan,Asia,2006,18.97°C
Jordan,Asia,2007,19.28°C
Jordan,Asia,2008,19.43°C
Jordan,Asia,2009,19.41°C
Jordan,Asia,2010,21.29°C
Jordan,Asia,2011,18.9°C
Jordan,Asia,2012,19.85°C
Jordan,Asia,2013,19.44°C
Jordan,Asia,2014,19.66°C
Jordan,Asia,2015,19.7°C
Jordan,Asia,2016,20.15°C
Jordan,Asia,2017,20.1°C
Jordan,Asia,2018,20.51°C
Jordan,Asia,2019,19.88°C
Jordan,Asia,2020,20.33°C
Jordan,Asia,2021,20.63°C
Jordan,Asia,2022,20.08°C
Jordan,Asia,2023,20.57°C
Kazakhstan,Asia,2000,6.96°C
Kazakhstan,Asia,2001,7.03°C
Kazakhstan,Asia,2002,7.62°C
Kazakhstan,Asia,2003,6.36°C
Kazakhstan,Asia,2004,7.83°C
Kazakhstan,Asia,2005,7.46°C
Kazakhstan,Asia,2006,7.35°C
Kazakhstan,Asia,2007,7.7°C
Kazakhstan,Asia,2008,7.55°C
Kazakhstan,Asia,2009,6.86°C
Kazakhstan,Asia,2010,7.17°C
Kazakhstan,Asia,2011,6.2°C
Kazakhstan,Asia,2012,6.65°C
Kazakhstan,Asia,2013,8.12°C
Kazakhstan,Asia,2014,6.19°C
Kazakhstan,Asia,2015,7.77°C
Kazakhstan,Asia,2016,7.69°C
Kazakhstan,Asia,2017,7.51°C
Kazakhstan,Asia,2018,6.27°C
Kazakhstan,Asia,2019,7.71°C
Kazakhstan,Asia,2020,7.91°C
Kazakhstan,Asia,2021,7.67°C
Kazakhstan,Asia,2022,7.81°C
Kazakhstan,Asia,2023,8.69°C
Kuwait,Asia,2000,26.02°C
Kuwait,Asia,2001,26.57°C
Kuwait,Asia,2002,26.27°C
Kuwait,Asia,2003,26.3°C
Kuwait,Asia,2004,26.1°C
Kuwait,Asia,2005,26.06°C
Kuwait,Asia,2006,26.38°C
Kuwait,Asia,2007,26.18°C
Kuwait,Asia,2008,26.16°C
Kuwait,Asia,2009,26.11°C
Kuwait,Asia,2010,27.46°C
Kuwait,Asia,2011,25.73°C
Kuwait,Asia,2012,26.36°C
Kuwait,Asia,2013,25.93°C
Kuwait,Asia,2014,26.56°C
Kuwait,Asia,2015,26.88°C
Kuwait,Asia,2016,26.78°C
Kuwait,Asia,2017,26.97°C
Kuwait,Asia,2018,27.31°C
Kuwait,Asia,2019,26.84°C
Kuwait,Asia,2020,26.94°C
Kuwait,Asia,2021,27.7°C
Kuwait,Asia,2022,27.15°C
Kuwait,Asia,2023,26.96°C
Malaysia,Asia,2000,25.29°C
Malaysia,Asia,2001,25.36°C
Malaysia,Asia,2002,25.63°C
Malaysia,Asia,2003,25.51°C
Malaysia,Asia,2004,25.54°C
Malaysia,Asia,2005,25.69°C
Malaysia,Asia,2006,25.43°C
Malaysia,Asia,2007,25.41°C
Malaysia,Asia,2008,25.22°C
Malaysia,Asia,2009,25.59°C
Malaysia,Asia,2010,25.8°C
Malaysia,Asia,2011,25.42°C
Malaysia,Asia,2012,25.5°C
Malaysia,Asia,2013,25.65°C
Malaysia,Asia,2014,25.61°C
Malaysia,Asia,2015,25.84°C
Malaysia,Asia,2016,26.29°C
Malaysia,Asia,2017,25.81°C
Malaysia,Asia,2018,25.86°C
Malaysia,Asia,2019,26.15°C
Malaysia,Asia,2020,26.03°C
Malaysia,Asia,2021,25.73°C
Malaysia,Asia,2022,25.64°C
Malaysia,Asia,2023,26.09°C
Mauritius,Africa,2000,22.91°C
Mauritius,Africa,2001,23.32°C
Mauritius,Africa,2002,23.61°C
Mauritius,Africa,2003,23.94°C
Mauritius,Africa,2004,23.68°C
Mauritius,Africa,2005,23.7°C
Mauritius,Africa,2006,23.78°C
Mauritius,Africa,2007,23.49°C
Mauritius,Africa,2008,23.4°C
Mauritius,Africa,2009,23.81°C
Mauritius,Africa,2010,23.9°C
Mauritius,Africa,2011,23.78°C
Mauritius,Africa,2012,23.62°C
Mauritius,Africa,2013,23.78°C
Mauritius,Africa,2014,24.05°C
Mauritius,Africa,2015,24.1°C
Mauritius,Africa,2016,23.77°C
Mauritius,Africa,2017,23.99°C
Mauritius,Africa,2018,23.86°C
Mauritius,Africa,2019,24.16°C
Mauritius,Africa,2020,23.45°C
Mauritius,Africa,2021,23.72°C
Mauritius,Africa,2022,23.31°C
Mauritius,Africa,2023,24.07°C
Mexico,North America,2000,20.79°C
Mexico,North America,2001,20.66°C
Mexico,North America,2002,20.8°C
Mexico,North America,2003,20.86°C
Mexico,North America,2004,20.35°C
Mexico,North America,2005,20.95°C
Mexico,North America,2006,21.02°C
Mexico,North America,2007,20.68°C
Mexico,North America,2008,20.72°C
Mexico,North America,2009,21.17°C
Mexico,North America,2010,20.44°C
Mexico,North America,2011,21.25°C
Mexico,North America,2012,21.23°C
Mexico,North America,2013,20.79°C
Mexico,North America,2014,20.98°C
Mexico,North America,2015,21.05°C
Mexico,North America,2016,21.23°C
Mexico,North America,2017,21.38°C
Mexico,North America,2018,21.06°C
Mexico,North America,2019,21.34°C
Mexico,North America,2020,21.58°C
Mexico,North America,2021,21.24°C
Mexico,North America,2022,20.96°C
Mexico,North America,2023,21.68°C
Myanmar,Asia,2000,23.22°C
Myanmar,Asia,2001,23.5°C
Myanmar,Asia,2002,23.52°C
Myanmar,Asia,2003,23.58°C
Myanmar,Asia,2004,23.35°C
Myanmar,Asia,2005,23.98°C
Myanmar,Asia,2006,23.57°C
Myanmar,Asia,2007,23.36°C
Myanmar,Asia,2008,23.43°C
Myanmar,Asia,2009,23.97°C
Myanmar,Asia,2010,24.23°C
Myanmar,Asia,2011,23.37°C
Myanmar,Asia,2012,23.82°C
Myanmar,Asia,2013,23.77°C
Myanmar,Asia,2014,23.97°C
Myanmar,Asia,2015,23.8°C
Myanmar,Asia,2016,24.03°C
Myanmar,Asia,2017,23.87°C
Myanmar,Asia,2018,23.57°C
Myanmar,Asia,2019,24.13°C
Myanmar,Asia,2020,24.13°C
Myanmar,Asia,2021,24.25°C
Myanmar,Asia,2022,23.99°C
Myanmar,Asia,2023,24.38°C
Nepal,Asia,2000,12.79°C
Nepal,Asia,2001,13.15°C
Nepal,Asia,2002,12.93°C
Nepal,Asia,2003,12.91°C
Nepal,Asia,2004,13.15°C
Nepal,Asia,2005,13.18°C
Nepal,Asia,2006,13.64°C
Nepal,Asia,2007,13.32°C
Nepal,Asia,2008,13.22°C
Nepal,Asia,2009,13.72°C
Nepal,Asia,2010,13.83°C
Nepal,Asia,2011,12.99°C
Nepal,Asia,2012,12.83°C
Nepal,Asia,2013,13.19°C
Nepal,Asia,2014,13.01°C
Nepal,Asia,2015,13.17°C
Nepal,Asia,2016,14.05°C
Nepal,Asia,2017,13.73°C
Nepal,Asia,2018,13.38°C
Nepal,Asia,2019,13.12°C
Nepal,Asia,2020,12.97°C
Nepal,Asia,2021,13.57°C
Nepal,Asia,2022,13.71°C
Nepal,Asia,2023,13.67°C
Netherlands,Europe,2000,10.82°C
Netherlands,Europe,2001,10.31°C
Netherlands,Europe,2002,10.74°C
Netherlands,Europe,2003,10.43°C
Netherlands,Europe,2004,10.38°C
Netherlands,Europe,2005,10.58°C
Netherlands,Europe,2006,11.07°C
Netherlands,Europe,2007,11.15°C
Netherlands,Europe,2008,10.54°C
Netherlands,Europe,2009,10.46°C
Netherlands,Europe,2010,9.0°C
Netherlands,Europe,2011,10.78°C
Netherlands,Europe,2012,10.17°C
Netherlands,Europe,2013,9.7°C
Netherlands,Europe,2014,11.58°C
Netherlands,Europe,2015,10.77°C
Netherlands,Europe,2016,10.67°C
Netherlands,Europe,2017,10.87°C
Netherlands,Europe,2018,11.25°C
Netherlands,Europe,2019,11.18°C
Netherlands,Europe,2020,11.58°C
Netherlands,Europe,2021,10.37°C
Netherlands,Europe,2022,11.54°C
Netherlands,Europe,2023,11.64°C
New Zealand,Oceania,2000,10.39°C
New Zealand,Oceania,2001,10.46°C
New Zealand,Oceania,2002,10.22°C
New Zealand,Oceania,2003,10.19°C
New Zealand,Oceania,2004,9.7°C
New Zealand,Oceania,2005,10.82°C
New Zealand,Oceania,2006,9.93°C
New Zealand,Oceania,2007,10.39°C
New Zealand,Oceania,2008,10.48°C
New Zealand,Oceania,2009,9.9°C
New Zealand,Oceania,2010,10.69°C
New Zealand,Oceania,2011,10.52°C
New Zealand,Oceania,2012,10.1°C
New Zealand,Oceania,2013,10.99°C
New Zealand,Oceania,2014,10.46°C
New Zealand,Oceania,2015,10.32°C
New Zealand,Oceania,2016,11.06°C
New Zealand,Oceania,2017,10.89°C
New Zealand,Oceania,2018,11.06°C
New Zealand,Oceania,2019,11.08°C
New Zealand,Oceania,2020,10.98°C
New Zealand,Oceania,2021,11.18°C
New Zealand,Oceania,2022,11.45°C
New Zealand,Oceania,2023,11.2°C
Nigeria,Africa,2000,26.66°C
Nigeria,Africa,2001,26.73°C
Nigeria,Africa,2002,26.86°C
Nigeria,Africa,2003,27.08°C
Nigeria,Africa,2004,27.15°C
Nigeria,Africa,2005,27.52°C
Nigeria,Africa,2006,27.47°C
Nigeria,Africa,2007,27.02°C
Nigeria,Africa,2008,26.82°C
Nigeria,Africa,2009,27.51°C
Nigeria,Africa,2010,27.75°C
Nigeria,Africa,2011,27.25°C
Nigeria,Africa,2012,27.01°C
Nigeria,Africa,2013,27.27°C
Nigeria,Africa,2014,27.12°C
Nigeria,Africa,2015,27.28°C
Nigeria,Africa,2016,27.41°C
Nigeria,Africa,2017,27.39°C
Nigeria,Africa,2018,27.21°C
Nigeria,Africa,2019,27.25°C
Nigeria,Africa,2020,27.26°C
Nigeria,Africa,2021,27.5°C
Nigeria,Africa,2022,26.97°C
Nigeria,Africa,2023,27.65°C
North Korea,Asia,2000,6.65°C
North Korea,Asia,2001,6.82°C
North Korea,Asia,2002,7.0°C
North Korea,Asia,2003,7.23°C
North Korea,Asia,2004,7.6°C
North Korea,Asia,2005,6.46°C
North Korea,Asia,2006,7.39°C
North Korea,Asia,2007,7.74°C
North Korea,Asia,2008,7.62°C
North Korea,Asia,2009,7.16°C
North Korea,Asia,2010,6.75°C
